shapiro-r|Coal
taylor-m|Nox Model
taylor-m|Entouch
ermis-f|Discussion threads
kevin_ruscitti|Sent Items
mark_taylor|10
haedicke-m|Lexisid
chris_germany|Lone Star
ruscitti-k|Notes inbox
hayslett-r|Project Notre Dame
dana_davis|Notes inbox
arnold-j|Discussion threads
mark_taylor|recruiting
mark_taylor|Inbox
dan_hyvl|Sithe
blair-l|Presentations
diana_scholtes|Settlements
gstorey|Personal
beck-s|PRC
kate_symes|Human resources
larry_campbell|C_s no. 6 remediation
richey-c|alberta
schoolcraft-d|Sent Items
michael_maggi|All documents
john_lavorato|Pulp
ruscitti-k|Expense system
james_derrick|Contacts
reitmeyer-j|Sent Items
taylor-m|lisa j
mark_taylor|2_00
whalley-g|'sent mail
martin_cuilla|Contacts
mckay-j|Inbox
shankman-j|Global mkts
marie_heard|Brokerage Agreements
storey-g|Netco
shapiro-r|Pg&e bankruptcy
cara_semperger|Settlements Issues
donohoe-t|Drafts (Lotus Notes)
taylor-m|Yoder
carol_st_clair|Calendar
mccarty-d|Stupid Things
shackleton-s|Restricted list
jeff_dasovich|Mba program
john_arnold|Sarah-joy hunter
mark_taylor|Credit derivatives
daren_farmer|Tufco
dana_davis|Dana's extras
errol_mclaughlin_jr|Personal stuff
michelle_lokay|Tw-commercial group
monika_causholli|PPPC
mann-k|Midway
watson-k|SAP
hyvl-d|Guatemala
taylor-m|Archive
diana_scholtes|Mid-Columbia
beck-s|Japan
beck-s|Press releases
larry_may|'sent mail
beck-s|Standards
lay-k|Family
staab-t|TO DO LIST
germany-c|Eol
campbell-l|Southwest gas pcb's
dickson-s|All documents
hayslett-r|Recruiting
davis-d|New Job
lynn_blair|Reports - Scheduled Quantity Report
germany-c|Vng
steffes-j|Wholesale Policy Reform
chris_germany|Enron Energy Services
kuykendall-t|Discussion threads
hyvl-d|Hilcorp
marie_heard|All documents
king-j|All documents
mark_taylor|Drafts
danny_mccarty|To Do
gilbertsmith-d|Tasks
ward-k|CDWR
louise_kitchen|Netco EOL
lavorato-j|Discussion threads
jones-t|Inbox
reitmeyer-j|Sent
taylor-m|recruiting
shackleton-s|Brazil news
kim_ward|Bhp
shackleton-s|Argentina
john_arnold|Ees
lynn_blair|TW - Invoicing
blair-l|Donna
watson-k|Expense Rpts. 1997
donoho-l|Notes
gstorey|All documents
symes-k|Dow jones
steffes-j|CAEM
crandall-s|FERC
kevin_presto|Assoc_analyst
wolfe-j|Saved-11
weldon-c|Hurricane
john_arnold|2000 conference
brawner-s|Notes inbox
beck-s|2000 mid year
larry_campbell|Redrock mainline expansion
dasovich-j|Mba--quant
fossum-d|All documents
mark_taylor|Calendar
lokay-m|Training
kevin_hyatt|Sent Items
michelle_lokay|Inbox
ybarbo-p|Drafts
rogers-b|Sent Items
tholt-j|Sent Items
ybarbo-p|ProCaribe
geaccone-t|TW
blair-l|Training - 2001
farmer-d|EOL
kim_ward|Citizens utilities
griffith-j|Research
geaccone-t|GPG OPS
taylor-m|Notes inbox
juan_hernandez|Inbox
sanders-r|Metals
cuilla-m|Notes inbox
pimenov-v|'Sent Mail
bass-e|Paintball
kimberly_watson|Capacity
louise_kitchen|HPL
don_baughman|Internet
chris_dorland|Drafts
haedicke-m|Brazos_tenaska
mcconnell-m|Legal
baughman-d|E_Services
gstorey|Credit Rings
darrell_schoolcraft|OUTAGES
nemec-g|All documents
mccarty-d|Customers
dorland-c|Notes inbox
kim_ward|Akzo nobel - filtrol
mccarty-d|2002 budget
ward-k|Long beach
hyvl-d|Miscellaneous
baughman-d|Enron to UBS trans
john_arnold|Compaq
lynn_blair|TW - NWPL Budget
don_baughman|MAPP
danny_mccarty|Alaska Gas
dasovich-j|Mexico
mark_taylor|Click At Home
shackleton-s|Sent
dana_davis|'sent mail
juan_hernandez|24-HR POWER
shankman-j|Contacts
mike_carson|All documents
sanders-r|International
john_hodge|Sent
james_steffes|Inbox
don_baughman|Jokes
shackleton-s|Fisher, kristina
mary_fischer|Current Estimate
taylor-m|CFTC
south-s|Drafts
mark_haedicke|360Network
shapiro-r|Drafts
white-s|CYA
mark_haedicke|All documents
don_baughman|Customer Trip2001
white-s|Global standards
watson-k|PG&E
haedicke-m|Sent Items
geaccone-t|EOTT
germany-c|Drafts (Lotus Notes)
andy_zipper|TSS
donohoe-t|Sent
hain-m|'sent mail
rogers-b|Caledonia
kitchen-l|Tasks
shively-h|Sent
james_steffes|Illinois
griffith-j|Personal Contacts
watson-k|USGT
arnold-j|Universal studios
michelle_cash|Star wars
staab-t|Crestone
nemec-g|Tasks
lokay-m|Enron Travel Club
rogers-b|Texas b-school
derrick-j|Notes inbox
haedicke-m|Globalassets
haedicke-m|Chinesewallspolicy
arnold-j|Tasks
chris_germany|Sempra
wolfe-j|10-saved
shackleton-s|Guaranties
steffes-j|GA Fundamentals
jeff_king|Personal
beck-s|Surveys
john_arnold|Human resources
larry_campbell|La plata c_s
larry_campbell|2001 goals and objectives
jonathan_mckay|Inbox
kevin_presto|Contacts
kate_symes|It
dean-c2|Inbox
shackleton-s|Pats
mark_whitt|Inbox
zipper-a|Sent
mark_taylor|Stored messages
michelle_lokay|Articles
john_lavorato|Jean
kim_ward|temporary
drew_fossum|Sent
lynn_blair|Storage - Alloc Process
ruscitti-k|resume
allen-p|All documents
sturm-f|Contacts
wolfe-j|Tasks
williams-b|RT Cuts
baughman-d|24 hour
chris_germany|Vng
kevin_ruscitti|Notes inbox
gstorey|Discussion threads
mark_taylor|Eta amendments
bill_williams_iii|Settlements
taylor-m|November1999
davis-d|Review
hyatt-k|Tsunami
monique_sanchez|Sent Items
blair-l|Meetings - NNG Customer Mtg
mark_taylor|Travel
lynn_blair|Personnel - Ava's Duties
quigley-d|Drafts
diana_scholtes|WEST-BANK
dasovich-j|Drafts (Lotus Notes)
townsend-j|Discussion threads
weldon-c|Drafts
kimberly_watson|Italy
drew_fossum|Drafts
mims-p|Inbox
jeff_dasovich|Drafts (Lotus Notes)
meyers-a|Sent Items
giron-d|Tasks
campbell-l|Pg&e meetings and notes
stokley-c|SQMD
john_griffith|Market
geaccone-t|RC 0946
allen-p|Inbox
benson-r|All documents
sturm-f|Parking
watson-k|TW CAS
james_derrick|All documents
allen-p|Sent
john_griffith|Ace
griffith-j|Con ed
arnold-j|Sent Items
michelle_lokay|Systems
kevin_ruscitti|Billing issues
mcconnell-m|US Gypsum
shackleton-s|Argentina-duke dispute
martin_cuilla|All documents
james_steffes|Fed Legis 2001
scholtes-d|Sent Items
linder-e|All documents
beck-s|White, stacey
hyvl-d|Calpine
steffes-j|Passwords
hayslett-r|Asset council
brawner-s|Contract
mark_taylor|New Cruises and Halloween Getaways!^
sturm-f|Junk
presto-k|Drafts
sanders-r|Monetization_el paso
larry_campbell|Euncie_texaco remediation
semperger-c|stuff
mark_taylor|Siegal
mcconnell-m|Hr recruiting
heard-m|Sent Items
fletcher_sturm|Inbox
mark_taylor|EV
griffith-j|New Items
mckay-j|Enron
semperger-c|Tasks
forney-j|Sent Items
jason_wolfe|05-saved
germany-c|Discussion threads
lay-k|Compaq
blair-l|Inbox
kim_ward|Glendale
louise_kitchen|Netco Credit
shapiro-r|Discussion threads
kevin_hyatt|To Do
daren_farmer|Sent
dana_davis|SAP
lokay-m|Lorraine's files
quigley-d|_Exchange_info
jeff_dasovich|Press releases
campbell-l|Sundevil pipeline project
campbell-l|Et contacts
watson-k|RM Science Review
don_baughman|Inbox
sturm-f|Tasks
platter-p|Inbox
kaminski-v|RAC
dana_davis|Save the Date
kimberly_watson|NYMEX Prices
ruscitti-k|Sithe
scholtes-d|Current issues
kimberly_watson|Account Assignments
williams-b|Gwolfe
dan_hyvl|Parking
gerald_nemec|Vacation
michelle_lokay|'sent mail
campbell-l|La plata c_s
jeffrey_a_shankman|Sent Items
horton-s|Sent Items
baughman-d|Tasks
mark_taylor|training
matt_motley|Broker Quotes
mark_taylor|Online trading
swerzbin-m|To Do
lynn_blair|01
kimberly_watson|Red Rock
james_steffes|Gas Issues
shackleton-s|Announcements
pimenov-v|Drafts
matthew_lenhart|Notes inbox
martin-t|'Sent Mail
gilbertsmith-d|Transmission
dana_davis|Journal
darron_c_giron|Sent
elizabeth_sager|Drafts
holden_salisbury|Read
lay-k|Calendar
diana_scholtes|Contacts
beck-s|Global
larry_campbell|Pg&e meetings and notes
hain-m|Calendar
griffith-j|Black hills
germany-c|El Paso
kitchen-l|Sent Items
michelle_lokay|Drafts
john_arnold|Oec
sager-e|Inbox
kenneth_lay|'sent
jonathan_mckay|perfmgmt
diana_scholtes|ExMerge - Scholtes, Diana
john_lavorato|COMP
mann-k|Sent Items
cooper_richey|fundamentals
dean-c2|Sent Items
dasovich-j|Mba--accounting
taylor-m|trades
kim_ward|Arco
tholt-j|Discussion threads
andy_zipper|Broker client
kaminski-v|Rice
shapiro-r|Enviromental
pereira-s|Notes inbox
hayslett-r|2000
james_steffes|FERC WestConnect
daren_farmer|Pipelines
mcconnell-m|Notes inbox
david_delainey|Sent
tycholiz-b|WestGas
gstorey|Netco
steffes-j|UBR
jeff_dasovich|Drafts
richey-c|software
mann-k|Vepco
staab-t|Drafts
blair-l|Contacts
motley-m|Risk Reports
mckay-j|perfmgmt
crandall-s|Sent Items
gstorey|IT
larry_campbell|PCB Modeling Study
taylor-m|File space
cara_semperger|stuff
taylor-m|analyst prog
martin-t|Contacts
germany-c|Transco
staab-t|Desert Power
ward-k|Administrative
germany-c|Gulf
steffes-j|FERC Code of Conduct NOPR
blair-l|TW - Socal Window Procedure
jeff_dasovich|Mba--accounting
dana_davis|FYI
chris_germany|Iroquois
semperger-c|Contacts
mcconnell-m|Misc TW
bill_rapp|hr info
chris_dorland|Notes inbox
hayslett-r|Calendar
lynn_blair|Expense Reports
buy-r|Calendar
cash-m|Sent Items
kate_symes|Pending
parks-j|Contacts
mcconnell-m|Project grandslam
michelle_cash|Organizational announcements
darron_c_giron|Drafts
horton-s|Discussion threads
daren_farmer|EOL
hyvl-d|Gtcs
jim_schwieger|Bammel Stg
hernandez-j|Sent Items
martin_cuilla|12 fantasy
eric_saibi|Notes inbox
beck-s|Drafts (Lotus Notes)
schwieger-j|HPL Sell
mike_carson|Amerex
errol_mclaughlin_jr|'sent mail
griffith-j|Position
whalley-g|Sent
love-p|'sent mail
watson-k|TW Hedges
john_arnold|Weekly report
hunter_shively|Tasks
matt_motley|Sent Items
stokley-c|Metering and Forcasting
steffes-j|Contacts
juan_hernandez|Tasks
james_steffes|Structured Supply
lucci-p|Inbox
kim_ward|Eastern new mexico gas co
larry_campbell|Personnal
lynn_blair|Outbox
dana_davis|Contacts
watson-k|Industry Mentions
mccarty-d|Contacts
kitchen-l|Legal
arora-h|Sent Items
baughman-d|Customer Trip2001
haedicke-m|Enron net works
wolfe-j|Discussion threads
louise_kitchen|Asset Marketing
buy-r|Drafts
richey-c|houstonfundamentals
shackleton-s|Body shop
taylor-m|Australia trading
blair-l|Customer - Oneok
kaminski-v|Technical
griffith-j|Producer services
lindy_donoho|Contacts
kitchen-l|HPL
larry_campbell|Southwest environmental team
lavorato-j|Comp
corman-s|Old Messages
love-p|West
shapiro-r|Shopping
hunter_shively|Peoples Hedges
cooper_richey|hydro
mccarty-d|TW
mclaughlin-e|Personal stuff
dan_hyvl|Sap
haedicke-m|Newpowernoncompete
may-l|Discussion threads
louise_kitchen|Inbox
shapiro-r|Resource committment req's
chris_germany|Personal
dana_davis|Discussion threads
taylor-m|EV
parks-j|Discussion threads
delainey-d|Calendar
beck-s|resumes
dana_davis|Wells
dan_hyvl|Truequote
dan_hyvl|Foster_ward
scott-s|'sent mail
zufferli-j|Quotes
jeff_dasovich|Contacts
juan_hernandez|Contacts
griffith-j|Personal
kim_ward|Drafts
fletcher_sturm|Canada business
shapiro-r|Mexico
larry_campbell|PG&E PCBs
scholtes-d|FERC
shapiro-r|2001 prc- midyear
kuykendall-t|Drafts
watson-k|Girls
heard-m|Contacts
lokey-t|Inbox
weldon-c|LNG
diana_scholtes|Fundementals
don_baughman|E_Services
motley-m|Contacts
lynn_blair|'Sent Mail
white-s|All documents
rogers-b|Kn energy
gang-l|Inbox
debra_perlingiere|Contacts
lavorato-j|Calendar
whitt-m|Drafts (Lotus Notes)
merris-s|Notes inbox
chris_germany|Traderr Tools
donohoe-t|'sent mail
beck-s|Unify
griffith-j|Oman supply
kaminski-v|Sent Items
beck-s|Pulp,paper,lumber
larry_campbell|Pcb's
craig_dean|Info3
mcconnell-m|Vision & values
rodrigue-r|Calendar
lavorato-j|Contacts
don_baughman|Legal Agreements
lokay-m|Enron t&s
lavorato-j|Gas
smith-m|Notes inbox
mark_haedicke|DirectAccess
chris_stokley|Intr-Month Book
andy_zipper|Charges
daren_farmer|Resumes
germany-c|Calendar
gstorey|Ring Trades
carson-m|Sent
david_delainey|Sent Items
elizabeth_sager|Contacts
neal-s|Regulatory
diana_scholtes|Sent Items
farmer-d|Discussion threads
jonathan_mckay|UBSWenergy.com
dan_hyvl|Denver
mike_swerzbin|To Do
geaccone-t|Drafts
craig_dean|Inbox
dasovich-j|To Do
griffith-j|Tasks
chris_dorland|Calendar
lynn_blair|Meetings - TW Customer
bass-e|San Antonio Concert Update^
lavorato-j|Personal
watson-k|Mike Reynolds
rapp-b|Calendar
germany-c|Centana Storage
bill_williams_iii|Calendar
slinger-r|Inbox
stclair-c|Mega_morgan assignment
larry_campbell|Drafts
causholli-m|Calendar
davis-d|Dana's extras
john_griffith|Perfomance Evaluation
michael_maggi|Tasks
benjamin_rogers|Personal
shackleton-s|Notes
john_hodge|Calendar
mckay-j|retail
sanchez-m|Inbox
hayslett-r|Notes inbox
larry_campbell|'Sent Mail
james_derrick|Drafts
mark_haedicke|Products
darrell_schoolcraft|Junk
geir_solberg|Calendar
lindy_donoho|Drafts
wolfe-j|Saved-03
hayslett-r|Risk
kevin_presto|Sent Items
kevin_hyatt|Sun Devil
steffes-j|Illinois
drew_fossum|Discussion threads
cash-m|personal
hayslett-r|Vacations
jason_wolfe|Saved-03
kevin_hyatt|Pswds
taylor-m|8_00
lynn_blair|Acctg - 2001 New Accctg Sys
juan_hernandez|jrhernandez
cara_semperger|Calendar
taylor-m|Kiodex
ruscitti-k|Inbox
mark_taylor|Cftc
sanders-r|All documents
zufferli-j|All documents
daren_farmer|Logistics
guzman-m|Notes inbox
monique_sanchez|Discussion threads
mclaughlin-e|Discussion threads
mckay-b|Sent
kitchen-l|Regulatory
donoho-l|Drafts
campbell-l|G. robinson
john_griffith|Tasks
sager-e|Enron - general
haedicke-m|Budget
semperger-c|Renewable Power
davis-d|Contacts
john_arnold|Etol
harry_arora|Presentations
bill_williams_iii|Tie Meter multipliers
jane_tholt|Drafts
mary_fischer|Calendar
daren_farmer|Storage
mike_grigsby|Sent Items
lavorato-j|offsite
james_steffes|FERC
louise_kitchen|Business Plans
juan_hernandez|To Do
shankman-j|Drafts
cash-m|Resumes for Recruiting
jay_reitmeyer|Contacts
andy_zipper|Tq
joe_parks|Calendar
james_steffes|CFTC
white-s|Portcalc requests
kevin_presto|EES 2-Ways
grigsby-m|Notes inbox
shapiro-r|2002 budget
maggi-m|Sent
larry_campbell|Bloomfield c_s
griffith-j|Funny
haedicke-m|Performancematters
bass-e|Contacts
ring-a|'Sent Mail
shapiro-r|Price risk management
presto-k|Inbox
kimberly_watson|Vinson & Elkins
james_steffes|Sent Items
shapiro-r|2001 Budget
louise_kitchen|EOL
shively-h|Sent Items
hyvl-d|Chicago office
skilling-j|Calendar
dan_hyvl|Confidentiality
shackleton-s|Notes inbox
storey-g|personal
williams-j|Inbox
dan_hyvl|Southern
shapiro-r|Sce deal
errol_mclaughlin_jr|Monthly dpr adjustments
campbell-l|C_s no. 6 remediation
daren_farmer|Sent Items
joe_quenet|Discussion threads
lay-k|Sec panel
wolfe-j|Inbox
shackleton-s|Smith barney
dasovich-j|Sent
james_steffes|Midwest Retail Delivery
mark_taylor|Click at home
haedicke-m|Eecc
davis-d|Performance review
john_lavorato|Calendar
watson-k|Italy
ring-a|Drafts (Lotus Notes)
shively-h|shively-h
symes-k|Services
john_griffith|Mesa
taylor-m|ISDA
benson-r|Drafts
martin_cuilla|'sent mail
john_lavorato|canada
dan_hyvl|Sacramento
holden_salisbury|Sent Items
chris_germany|Ces resolved
gang-l|Calendar
love-p|Inbox
steffes-j|Midwest Retail Delivery
jeff_king|Mark
taylor-m|Social
mcconnell-m|Weather
scott-s|Discussion threads
mckay-b|Inbox
derrick-j|Discussion threads
harry_arora|Contacts
lokay-m|Calendar
darrell_schoolcraft|Drafts
arnold-j|Computer associates
chris_dorland|To Do
arnold-j|Dell
mark_haedicke|MSU
diana_scholtes|IT
joe_stepenovitch|Sent Items
monika_causholli|Contacts
steffes-j|Credit Issues
weldon-c|Midway
harris-s|Inbox
mark_taylor|Online Trading
sturm-f|PIRA
watson-k|San Juan Expansion
shapiro-r|Synfuel tax crredits
ring-a|Discussion threads
james_steffes|Passwords
cuilla-m|Discussion threads
lynn_blair|TW - Transactional Requirements
saibi-e|Sent Items
schoolcraft-d|CAS
lavorato-j|canada
smith-m|Tasks
lokey-t|sandy
daren_farmer|Wellhead
hyvl-d|Truequote
germany-c|CES
james_steffes|To Do
germany-c|Midland Cogen
john_hodge|Drafts
keavey-p|Drafts
baughman-d|Travel
john_arnold|Fedex
taylor-m|Product Descriptions
kate_symes|Origination
dan_hyvl|Dom rep
schoolcraft-d|Mileage expense
james_steffes|Wholesale Policy Reform
andrew_lewis|'Sent Mail
mark_whitt|Notes
mclaughlin-e|Monthly PMA's
michelle_cash|Tasks
williams-j|Legal
mark_taylor|websites
dean-c|Inbox
delainey-d|Inbox
daren_farmer|Tasks
whitt-m|Notes
shapiro-r|2001 objectives
joe_stepenovitch|Personal Mail
brad_mckay|Notes inbox
beck-s|HR
shapiro-r|Lng
zipper-a|Nymex
south-s|Discussion threads
ward-k|Mesa
arnold-j|Ebs
white-s|Passwords
kimberly_watson|PROS
beck-s|Inbox
lay-k|Sent Items
john_arnold|Purchasing
reitmeyer-j|Contacts
dasovich-j|Ofos
mark_taylor|Time Off
shackleton-s|Brazil- champion
bass-e|Funny
beck-s|Book administrators
louise_kitchen|Julie
kate_symes|Real time
mann-k|New jersey natural
lenhart-m|Inbox
dorland-c|'Sent Mail
brawner-s|Tasks
sturm-f|Drafts
shapiro-r|Europe-October
hernandez-j|Judy
john_griffith|ClickAtHome
storey-g|TCPL
taylor-m|06
mcconnell-m|I2
maggi-m|To Do
mann-k|EMA's
germany-c|Ogelthorpe
joe_parks|All documents
hyatt-k|Tasks
quigley-d|Inbox
shackleton-s|Abramo
chris_germany|Tasks
watson-k|DRA
louise_kitchen|SEC media
joe_quenet|Notes inbox
maggi-m|All documents
sager-e|Notes inbox
germany-c|Transwestern
louise_kitchen|ESVL
don_baughman|Cinergy Index
staab-t|Bids
john_griffith|Design
allen-p|Straw
jeff_dasovich|Energymarketplace
kevin_hyatt|Projects
kim_ward|The Countdown Has Begun!^
michelle_cash|Confirms
germany-c|Florida Issues
shapiro-r|Calendar
gilbertsmith-d|QSE
shackleton-s|Drafts
john_lavorato|POWERWEST
jones-t|Sent
sager-e|Miscellaneous
jason_wolfe|Sent Items
john_hodge|All documents
kimberly_watson|California
shapiro-r|Texas
mccarty-d|2001 objectives
jeff_dasovich|Mba--e-commerce
darrell_schoolcraft|TW Fuel Sales
ward-k|Pnm
taylor-m|atlanta
kimberly_watson|RM Science Review
jonathan_mckay|retail
williams-j|6day
beck-s|Cousino, lisa
chris_stokley|Banding
john_lavorato|Inbox
shackleton-s|Collateral issues
andy_zipper|eMetra
shapiro-r|Forest and paper products
taylor-m|stored messages
causholli-m|causholli-m
hernandez-j|Notes inbox
ring-a|All documents
kim_ward|Drafts (Lotus Notes)
brawner-s|'Sent Mail
taylor-m|1_00
jeff_king|Inbox
larry_campbell|Socal pcb's
mann-k|EEI
mark_taylor|Credit Watch List
mcconnell-m|Sent Items
steffes-j|Structured Supply
sanders-r|Iso_ pricecaps
lynn_blair|Merger with Dynegy
tycholiz-b|Discussion threads
sanders-r|Ees neg ctc
badeer-r|'sent mail
cooper_richey|software
barry_tycholiz|Journal
kimberly_watson|GRI-Jan 1996
mcconnell-m|Calendar
craig_dean|Info
marie_heard|Inbox
mcconnell-m|Lonestar
campbell-l|Pcb modeling study
griffith-j|Lng
john_lavorato|Var
hain-m|Notes inbox
shapiro-r|Tva
jonathan_mckay|recuriting
motley-m|Broker Quotes
jonathan_mckay|UBS Warburg
shackleton-s|Southern cone financial masters
lokay-m|Drafts
jones-t|All documents
john_griffith|Offshore processing
steffes-j|SPP
arora-h|Notes
campbell-l|Inbox
james_steffes|FERC Code of Conduct NOPR
matthew_lenhart|Sent Items
john_lavorato|Drafts
danny_mccarty|Customers
john_lavorato|To Do
kimberly_watson|Capacity Release
michelle_cash|Inbox
forney-j|Inbox
shackleton-s|Glover
schoolcraft-d|TW
skilling-j|Sent
mark_taylor|To Do
mark_taylor|Content
kenneth_lay|Enron
brawner-s|Sent Items
skilling-j|Notes inbox
steffes-j|FERC Interconnection ANOPR
errol_mclaughlin_jr|Personal Stuff
mark_taylor|enron south
kim_ward|Henwood
blair-l|Customer - MidAm
zipper-a|Associate prc
larry_campbell|Eott midland
jim_schwieger|HPL Sell
guzman-m|'sent mail
daren_farmer|Enron news
scholtes-d|IT
kitchen-l|Julie
lindy_donoho|Notes
taylor-m|Last Chance for Thanksgiving Escape!^
fletcher_sturm|Var
shackleton-s|Delmarva
shapiro-r|Media
hayslett-r|Sent Items
dorland-c|Contacts
jim_schwieger|Inbox
lavorato-j|California
neal-s|Lrc_bridgeline
smith-m|Calendar
lay-k|'sent
gilbertsmith-d|Inbox
brad_mckay|Inbox
kevin_hyatt|Market Intel
michelle_lokay|Enron T&S
weldon-c|'Sent Mail
blair-l|Acctg - Measurement Issues
kay_mann|Midway
neal-s|Sent Items
platter-p|Contacts
allen-p|Calendar
arnold-j|2000 conference
whalley-g|Notes
mckay-j|Pipeline Info
kitchen-l|Asset Marketing
shapiro-r|Gas issues
mark_taylor|Oslo
michael_maggi|Contacts
kim_ward|Calendar
kevin_ruscitti|Options
paul_lucci|Internet
martin_cuilla|Sent
hayslett-r|Personnel
kimberly_watson|Business Objects
zipper-a|Sent Items
don_baughman|Miso
stokley-c|Todd Busby
taylor-m|07
cash-m|EI Execs
arnold-j|Vulcan signs
gilbertsmith-d|Calendar
louise_kitchen|Legal
dana_davis|Personal
ward-k|Glendale
daren_farmer|Discussion threads
juan_hernandez|All documents
john_forney|Drafts
beck-s|Apollo  Beth
shackleton-s|Bankruptcy
campbell-l|Pg&e pcbs
john_griffith|Blotter
kim_ward|Tep
davis-d|CASH
jeff_dasovich|Water
germany-c|Juniper
kitchen-l|Data Room
shapiro-r|Congrats
john_arnold|Sent Items
mccarty-d|Sent Items
rapp-b|Drafts
blair-l|TW - Negotiated Rates Issues
james_steffes|01
kimberly_watson|Customer List
beck-s|Analyst_assoc program
kevin_ruscitti|Recruiting
mark_haedicke|Isda
hyatt-k|TW
kitchen-l|ESVL
errol_mclaughlin_jr|Drafts
dan_hyvl|Pg&e
james_derrick|Sent Items
mark_haedicke|Sent Items
gay-r|Inbox
schwieger-j|Drafts
shackleton-s|Brazil - holidays
taylor-m|Inbox
white-s|Doorstep
mike_carson|Broker Quotes
errol_mclaughlin_jr|Notes
david_delainey|Contacts
scott-s|Drafts
shackleton-s|Sempra
ruscitti-k|Drafts (Lotus Notes)
lokay-m|All documents
carol_st_clair|Mega_morgan assignment
williams-b|Canada
larry_campbell|Sundevil pipeline project
buy-r|Sent
mann-k|Panda
cuilla-m|Drafts
gstorey|Govt
whalley-g|India
taylor-m|Tasks
germany-c|Sent Items
mcconnell-m|Press_announ
watson-k|Enron Online
williams-j|Jays stuff
beck-s|2000 year end
badeer-r|Sent Items
taylor-m|All documents
arnold-j|Bristol babcock
shankman-j|Old email
james_derrick|Sent
michelle_cash|DLR
shackleton-s|Ernie
joe_quenet|Sent
sanders-r|Calendar
hyvl-d|National steel
mark_guzman|Notes inbox
arnold-j|Contacts
hernandez-j|jrhernandez
germany-c|Password
hyatt-k|Contacts
jim_schwieger|Master SWAP Agreements
whalley-g|All documents
daren_farmer|Performance
chris_germany|Dominion
stclair-c|Reliant energy
beck-s|Assoc 2000 ye
kim_ward|Sent Items
shackleton-s|Virus alerts
haedicke-m|All documents
kevin_hyatt|Market Team
john_arnold|Pcc values
john_griffith|Coop city
wolfe-j|07-saved
sturm-f|Var
cooper_richey|alberta
mcconnell-m|Enroncredit.com
jim_schwieger|Discussion threads
quenet-j|Sent Items
john_arnold|Sparefinders.com
shapiro-r|Naruc
james_steffes|CAEM
watson-k|Pemex Trans Pecos
richey-c|Sent Items
lavorato-j|Notes inbox
shively-h|Contacts
kay_mann|Westinghouse
shapiro-r|Mid-atlantic
griffith-j|Oyster creek
buy-r|Connect deletes
lynn_blair|Personal
gerald_nemec|Calendar
symes-k|Sent
larry_campbell|Importantstuff
campbell-l|2000 goals and objectives
dorland-c|Sent Items
craig_dean|Drafts
john_lavorato|All documents
daren_farmer|Cornhusker
farmer-d|Volume management
jeffrey_a_shankman|Saved mail
kim_ward|NORESCO
jeff_dasovich|Edson
germany-c|Sent
presto-k|Calendar
martin-t|Notes
andy_zipper|Sent Items
dana_davis|Charles
beck-s|Perez, eugenio
blair-l|Meetings - TW Customer
dorland-c|Move stuff
williams-b|Tasks
hyvl-d|Triple-lux
kimberly_watson|Inbox
larry_may|Calendar
sager-e|Sager - general
mcconnell-m|Org. announc
kaminski-v|Management
shackleton-s|Stack, shari
ruscitti-k|To Do
shackleton-s|Portland
watson-k|Inbox
danny_mccarty|Contacts
michelle_cash|Garden State Paper
andy_zipper|Kiodex
germany-c|Notes
danny_mccarty|NNG
scott-s|Mkt affiliate
lokay-m|MLOKAY (Non-Privileged)
beck-s|Kitchen, Louise
michelle_cash|Resumes for Recruiting
shackleton-s|Policy
carol_st_clair|Smud e-mails
stokley-c|EES
salisbury-h|Sent Items
symes-k|Deal discrepancies
love-p|Calendar
darrell_schoolcraft|TW
quigley-d|_Exchange
mcconnell-m|Ou
mary_fischer|Drafts
campbell-l|Sent Items
chris_germany|Bankrupt
ruscitti-k|Alliance
mims-p|Sent Items
john_arnold|Requisite
gilbertsmith-d|Fundamentals
andy_zipper|To Do
shackleton-s|Brazil
slinger-r|Calendar
steffes-j|To Do
stokley-c|ENRON CORP
staab-t|Inbox
tycholiz-b|Notes
bill_williams_iii|HR
louise_kitchen|South America
donoho-l|Junk File
chris_stokley|Volume Mang
griffith-j|Sent Items
cooper_richey|Tasks
louise_kitchen|RAC
gilbertsmith-d|Personal
jeff_dasovich|Mba--advanced finance
campbell-l|Drafts
kay_mann|Calendar
kimberly_watson|Alternate Delivery by Price
carol_st_clair|Power e-mails
symes-k|All documents
symes-k|Pending
debra_perlingiere|Drafts
donohoe-t|Discussion threads
lynn_blair|Dominion
chris_germany|Northern Border
white-s|Training
martin_cuilla|Notes inbox
hayslett-r|Planning
love-p|other
john_griffith|Contacts
arora-h|All documents
joe_parks|Drafts
eric_linder|Notes inbox
campbell-l|Euncie_texaco remediation
badeer-r|All documents
john_griffith|Perfomance evaluation
white-s|Itinerary_receipt
darrell_schoolcraft|Mileage expense
bass-e|Personal
joe_quenet|Sent Items
shackleton-s|Sample forms
campbell-l|P-1 c_s nov
james_derrick|Discussion threads
dana_davis|Family
kate_symes|Confirms
smith-m|Desk Matters
mark_haedicke|PG&EPlanofReorg
heard-m|Notes
merris-s|'sent mail
taylor-m|Memorial Day Getaways!^
nemec-g|Contacts
dasovich-j|Mba--marketing
baughman-d|CCV
keiser-k|Inbox
symes-k|Cal px
elizabeth_sager|Sager - general
james_steffes|FERC West Infrastructure
ermis-f|Contacts
